Marca/Grupo,SKU,Nombre,Precio,Categorias
GENERICO (SIN CATEGORIZAR),TUHE0004,"TUERCA HEXAGONAL 1/2""*",1.61,
GENERICO (SIN CATEGORIZAR),TUHE0001,"TUERCA HEXAGONAL 1/4""*",0.3,
GENERICO (SIN CATEGORIZAR),TUHE0006,"TUERCA HEXAGONAL 3/4 ""*",6.62,
GENERICO (SIN CATEGORIZAR),TUHE0003,"TUERCA HEXAGONAL 3/8""*",1.02,
GENERICO (SIN CATEGORIZAR),TUHE0002,"TUERCA HEXAGONAL 5/16""*",0.51,
GENERICO (SIN CATEGORIZAR),TUHE0005,"TUERCA HEXAGONAL 5/8""*",3.87,
GENERICO (SIN CATEGORIZAR),TUAC0001,"TUERCA HEXAGONAL ACERO INOX 1/2""*",7.33,
GENERICO (SIN CATEGORIZAR),TURE0004,"TUERCA RESORTE 1/2""",16.41,
GENERICO (SIN CATEGORIZAR),TURE0001,"TUERCA RESORTE 1/4""",9.48,
GENERICO (SIN CATEGORIZAR),TURE0003,"TUERCA RESORTE 3/8""",13.62,
GENERICO (SIN CATEGORIZAR),TUER0001,TUERCA UNION GALVANIZADA 19MM 3/4 47480,50.43,
GENERICO (SIN CATEGORIZAR),VATI0003,"VARILLA DE TIERRA 5/8"" 1.5MTS S/PROTOCOLO",219.42,
GENERICO (SIN CATEGORIZAR),VATI0002,"VARILLA DE TIERRA 5/8"" 3MTS C/PROTOCOLO",405.0,
GENERICO (SIN CATEGORIZAR),VATI0001,"VARILLA DE TIERRA 5/8"" 3MTS S/PROTOCOLO*",297.68,
GENERICO (SIN CATEGORIZAR),VARO0001,"VARILLA ROSCADA  1/4"" X 3MTS*",54.5,
GENERICO (SIN CATEGORIZAR),VARO0009,"VARILLA ROSCADA  3/4"" X 1MTS*",172.5,
GENERICO (SIN CATEGORIZAR),VARO0006,"VARILLA ROSCADA  3/4"" X 3MTS*",,
GENERICO (SIN CATEGORIZAR),VARO0003,"VARILLA ROSCADA  3/8"" X 3MTS*",125.798,
GENERICO (SIN CATEGORIZAR),VARO0008,"VARILLA ROSCADA  5/16"" X 1MTS*",,
GENERICO (SIN CATEGORIZAR),VARO0002,"VARILLA ROSCADA  5/16"" X 3MTS*",,
GENERICO (SIN CATEGORIZAR),VARO0005,"VARILLA ROSCADA  5/8"" X 3MTS*",578.77,
GENERICO (SIN CATEGORIZAR),VARO0004,VARILLA ROSCADA 1/2 X 3MTS*,222.53,
GENERICO (SIN CATEGORIZAR),WALL0002,WALL PACK SO 60W 100-277V 5000K 7800LM 60000HR P23912,2867.05,
GENERICO (SIN CATEGORIZAR),WALL0001,"WALLPACK  MODELOFORWALL SWICHABLE, 80W/100W/120W, 30K / 40",,
GENERICO (SIN CATEGORIZAR),TECNO0002,"WALLPACK 80/100/120W-3CCT 6500K 5000K 4000K15,000Lm 100-305V",2059.05,
GENERICO (SIN CATEGORIZAR),DRIVERLED1,"WRIIPV6E7R 12V DC, 200 WATTS, IP67 USO EXTERIOR,",2475.0,
GENERICO (SOLDADURA),TIER0003,ELECTRODOPARA TIERRA FISICA 1MTS,2925.0,
GENERICO (SOLDADURA),TIER0001,ELECTRODOPARA TIERRA FISICA 30CM,699.59,
GENERICO (SOLDADURA),SURE0001,SOLDADURA 6011 5/32 SUREWELD PAQUETE CON 1 KILO,158.295,
GENERICO (SOLDADURA),SOLD0001,SOLDADURA 70 18 EN 1/8,115.0,
GENERICO (SOLDADURA),CARG0005,SOLDADURA EXOTERMICA # 115,145.47,
GENERICO (SOLDADURA),CARG0006,SOLDADURA EXOTERMICA # 150,198.81,
GENERICO (SOLDADURA),CARG0004,SOLDADURA EXOTERMICA # 90,134.5,
GENERICO (SOLDADURA),PARR0059,SOLDADURA EXOTERMICA PARRES C250,235.17,
GENERICO (TABLEROS),NC32S,FRENTE SOBREPONER 20 ANCHO PARA TABLERO NF/NQ NC32S,4091.7,
GENERICO (TABLEROS),NQ442L4C,INTERIOR PARA TABLERO NQ 42 CTOS 3F 400AMP NQ442L4C,,
GENERICO (TABLEROS),MG800M14,TABLERO  I LINE MG800M142B CON IMT PPAL 800AMP,120.7665,
GENERICO (TABLEROS),NF418L1C,TABLERO 18 CTOS 125A 480V 3F C/ZAPATAS,13220.23,
GENERICO (TABLEROS),MG600M8,TABLERO I LINE MG600M82B CON IMT PPAL 350AMP,94.248,
GENERICO (TABLEROS),NQ418L1C,TABLERO NQ 100A 18P 3F 4H,13259.1,
GENERICO (TABLEROS),NQ442L2C,TABLERO NQ 225 A 42P C/CON CAJA Y KIT,21983.775,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0005,TAPA CIEGA DE10 PLASTICA FSE,14.77,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0003,TAPA CIEGA DS10 4 BARRENOS*,26.25,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0011,"TAPA CIEGA PLASTICA BLANCA CIRCULAR 5""",,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0001,"TAPA CIEGA REDONDA BLANCA DE 5""*",25.35,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0010,TAPA CIEGA TIPO FS 2X4 PLATEADA,8.4,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0006,TAPA DUPLEX DI23 1 BARRENO*,30.66,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0007,TAPA DUPLEX DS23 4 BARRENOS*,29.1,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0008,TAPA PARA CONTACTO REDONDO DI21 37MM 4TORN**,27.6,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0014,TAPA PARA CONTACTO REDONDO DS21 37MM 4TORN*,27.6,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0009,TAPA PARA CONTACTO REDONDO DS22 37MM 4TORN**,0.0,
GENERICO (TAPAS FS/ELECTRICAS),TAFS0100,TAPA PARA LLUVIA,173.67,
GENERICO (TAPAS),CAPV0002,"CAJA CUADRADA PVC 4""X4"" CON TAPA",21.3,
GENERICO (TAPAS),RBTB1,REGISTRO BANQUETA 50X80X65 C/TAPA  CFE-RBTB-1,4323.0,
GENERICO (TAPAS),REPV0001,"REGISTRO PVC 6"" CON TAPA VERDE",109.88,
GENERICO (TAPAS),RACO0004,TAPA  4x4 A 2x4 PLANO RACO,48.09,
GENERICO (TAPAS),BTIC00002,TAPA 1 VENTANA MARFIL ESN1,54.6516,
GENERICO (TAPAS),BTIC00004,TAPA 1 VENTANA MARFIL Q100RN/1I,54.616,
GENERICO (TAPAS),BTIC0006,TAPA 2 VENTANA Q100RN,52.68,
GENERICO (TAPAS),BTIC00003,TAPA 3 VENTANA ESN3,54.6516,
GENERICO (TAPAS),BTIC00001,TAPA 4 VENTANA BLANCA E5N4BN,27.735,
GENERICO (TAPAS),STER0001,TAPA 4RJ45 BLANCA,27.0,
GENERICO (TAPAS),ITSA0002,"TAPA 4X4""*",9.0,
GENERICO (TAPAS),1019637,TAPA ANILLO REDUCCION 4X2,38.775,
GENERICO (TAPAS),ITSA0001,TAPA CIEGA 2 BARRENOS ALUMINIO*,29.44,
GENERICO (TAPAS),ORBI0002,TAPA CIEGA 4X4 4B 2BC*,23.25,
GENERICO (TAPAS),RAWE0004,TAPA CIEGA ALUMINIO RAWEL 2T*,54.92,
GENERICO (TAPAS),ORBI0020,TAPA CIEGA PLATEADA ORBIT 1BC*,23.25,
GENERICO (TAPAS),TR0415,TAPA FS 4X2 RAWELT,51.525,
GENERICO (TAPAS),ORBI0004,TAPA MET 4-11/16 X 4-11/16 CIEGA,32.02,
GENERICO (TAPAS),RACO0101,TAPA MET 4X4 KO 1/2 RACO,19.38,
GENERICO (TAPAS),RACO0102,"TAPA MET OCT CIEGA 4"" RACO",16.53,
GENERICO (TAQUETES Y FIJACION),TAQU0032,"TAQUETE ARPON AA 1/2"" X 2 3/4""",15.22,
GENERICO (TAQUETES Y FIJACION),TAQU0033,"TAQUETE ARPON AA 1/2"" X 3 3/4""",15.22,
GENERICO (TAQUETES Y FIJACION),TAQU0029,"TAQUETE ARPON AA 3/8"" X  3""",8.07,
GENERICO (TAQUETES Y FIJACION),TAQU0028,"TAQUETE ARPON AA 3/8"" X 2 3/4""",8.13,
GENERICO (TAQUETES Y FIJACION),TAQU0031,"TAQUETE ARPON AA 3/8"" X 5""",11.03,
GENERICO (TAQUETES Y FIJACION),TAQU0037,"TAQUETE ARPON AA 5/8"" X 3 3/4""",28.7,
GENERICO (TAQUETES Y FIJACION),TAQU0015,"TAQUETE BARRENANCLA ADI 1/4""",2.97,
GENERICO (TAQUETES Y FIJACION),TAQU0005,"TAQUETE EXPANSOR Z 1/2""",35.48,
GENERICO (TAQUETES Y FIJACION),TAQU0002,"TAQUETE EXPANSOR Z 1/4""",8.45,
GENERICO (TAQUETES Y FIJACION),TAQU0072,"TAQUETE GARRA AG 1/4""",0.43,
GENERICO (TAQUETES Y FIJACION),TAQU0074,"TAQUETE GARRA AG 3/8""",0.31,
GENERICO (TAQUETES Y FIJACION),TAQU0073,"TAQUETE GARRA AG 5/16""",0.38,
GENERICO (TAQUETES Y FIJACION),TAQU0084,TAQUETE MARIPOSA 1/4,8.01,
GENERICO (TAQUETES Y FIJACION),TAQU0085,"TAQUETE MARIPOSA 1/8""",3.61,
GENERICO (TAQUETES Y FIJACION),TAQU0086,"TAQUETE MARIPOSA 3/16""",4.45,
GENERICO (TAQUETES Y FIJACION),TAQU0095,TAQUETE TABLAROCA METAL C/T TQZ 6 T,2.94,
GENERICO (TAQUETES Y FIJACION),TAQU0094,TAQUETE TABLAROCA METAL C/T TQZ 8 T,5.21,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0027,"TORNILLO CAB HEXA 1/2"" X 1 1/2""*",7.11,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0025,"TORNILLO CAB HEXA 1/2"" X 1""*",3.5,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0029,"TORNILLO CAB HEXA 1/2"" X 2 1/2""*",11.49,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0028,"TORNILLO CAB HEXA 1/2"" X 2""*",9.62,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0030,"TORNILLO CAB HEXA 1/2"" X 3""*",13.56,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0004,"TORNILLO CAB HEXA 1/4"" X 1 1/2""",1.73,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0002,"TORNILLO CAB HEXA 1/4"" X 1""*",0.66,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0006,"TORNILLO CAB HEXA 1/4"" X 2 1/2**",2.57,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0005,"TORNILLO CAB HEXA 1/4"" X 2""",2.21,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0001,"TORNILLO CAB HEXA 1/4"" X 3/4""*",1.1,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0022,TORNILLO CAB HEXA 3/8 X 2 1/2,4.515,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0018,"TORNILLO CAB HEXA 3/8"" X 1""*",3.23,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0021,"TORNILLO CAB HEXA 3/8"" X 2""*",4.95,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0017,"TORNILLO CAB HEXA 3/8"" X 3/4""*",2.57,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0024,"TORNILLO CAB HEXA 3/8"" X 4""*",8.19,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0011,"TORNILLO CAB HEXA 5/16"" X 1 1/4""*",1.8,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0010,"TORNILLO CAB HEXA 5/16"" X 1""*",2.13,
GENERICO (TORNILLERIA (HEXAGONAL)),TOHE0020,"TORNILLO CAB HEXA3/8"" X 1 1/2""*",4.07,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0005,TOPE CAÑON CORTO CAL 4*,29.57,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0007,TOPE CAÑON CORTO CAL. 1/0*,57.66,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0006,TOPE CAÑON CORTO CAL. 2*,38.93,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0008,TOPE CAÑON CORTO CAL. 2/0*,69.03,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0011,TOPE CAÑON CORTO CAL. 250*,117.36,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0009,TOPE CAÑON CORTO CAL. 3/0*,82.29,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0012,TOPE CAÑON CORTO CAL. 350*,163.01,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0010,TOPE CAÑON CORTO CAL. 4/0*,99.84,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0013,TOPE CAÑON CORTO CAL. 500*,278.87,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0004,TOPE CAÑON CORTO CAL. 6*,27.71,
GENERICO (TORNILLERIA (TOPE CAÑON CORTO)),TOCC0003,TOPE CAÑON CORTO CAL. 8*,28.41,
GENERICO (TORNILLERIA (TOPE CAÑON LARGO)),TOCL0007,TOPE CAÑON LARGO CAL 1/0*,81.81,
GENERICO (TORNILLERIA (TOPE CAÑON LARGO)),TOCL0008,TOPE CAÑON LARGO CAL 2/0*,,
GENERICO (TORNILLERIA (TOPE CAÑON LARGO)),TOCL0011,TOPE CAÑON LARGO CAL 250*,167.43,
GENERICO (TORNILLERIA (TOPE CAÑON LARGO)),TOCL0009,TOPE CAÑON LARGO CAL 3/0*,149.7,
GENERICO (TORNILLERIA (TOPE CAÑON LARGO)),TOCL0005,TOPE CAÑON LARGO CAL 4*,38.84,
GENERICO (TORNILLERIA (TOPE CAÑON LARGO)),TOCL0010,TOPE CAÑON LARGO CAL 4/0*,143.09,
GENERICO (TORNILLERIA (TOPE CAÑON LARGO)),TOCL0004,TOPE CAÑON LARGO CAL 6*,32.6,
GENERICO (TORNILLERIA (TOPE CAÑON LARGO)),TOCL0003,TOPE CAÑON LARGO CAL 8*,28.89,
GENERICO (TORNILLERIA (TOPE CAÑON LARGO)),TOCL0006,TOPE CAÑON LARGO CAL. 2*,28.94,
GENERICO (TORNILLERIA),MG51KIT1,CLEMA PEQUEÑA TORNILLO+TUERCA*,13.16,
GENERICO (TORNILLERIA),MG51KIT516,JUEGO TORNILLO TUERCA Y RONDANA 5/16 X 3/8*,3.5,
GENERICO (TORNILLERIA),PIJA0101,PIJA FIJADORA PHILIP 10X1,0.42,
GENERICO (TORNILLERIA),PIJA0007,"PIJA GOTA AGUA 8 X 2 1/2""*",0.765,
GENERICO (TORNILLERIA),PIJA0006,PIJA GOTA AGUA 8 X 2*,0.6,
GENERICO (TORNILLERIA),PIJA0026,"PIJA GOTA DE AGUA 14 X 2""*",1.73,
GENERICO (TORNILLERIA),PIJA0003,"PIJA GOTA DE AGUA 6 X 1""*",0.35,
GENERICO (TORNILLERIA),PIJA0001,"PIJA GOTA DE AGUA 6 X 1/2""*",0.36,
GENERICO (TORNILLERIA),PIJA0005,"PIJA GOTA DE AGUA 6 X 2""*",,
GENERICO (TORNILLERIA),PIJA0012,"PIJA GOTA DE AGUA 8 X 1/2""*",0.21,
GENERICO (TORNILLERIA),PIJA0011,"PIJA GOTA DE AGUA 8 X 3/4""*",0.26,
GENERICO (TORNILLERIA),PIJAT0010,"PIJA TABLA ROCA NEGRO 7X 2 1/2""*",0.51,
GENERICO (TORNILLERIA),TOAC0012,"TORNILLO ACERO INOXIDABLE 1/2"" X 1 1/2""*",22.5,
GENERICO (TORNILLERIA),TOAC0010,"TORNILLO ACERO INOXIIDABLE 1/2"" X 2 1/2""*",26.72,
GENERICO (TORNILLERIA),TORB0002,TORNILLO BOTON INOX  38 3/8X1,,
GENERICO (TORNILLERIA),TORB001,TORNILLO BOTON INOX T304 3/8X1/2 15H,,
GENERICO (TORNILLERIA),TOBR0007,"TORNILLO BRONCE AL SILICIO 1/2"" X 1 1/2""",50.0,
GENERICO (TORNILLERIA),TOBR0006,"TORNILLO BRONCE AL SILICIO 1/2"" X 1""",53.73,
GENERICO (TORNILLERIA),TOBR0010,"TORNILLO BRONCE AL SILICIO 1/2"" X 2 1/2""",120.32,
GENERICO (TORNILLERIA),TOBR0009,"TORNILLO BRONCE AL SILICIO 1/2"" X 2""",80.57,
GENERICO (TORNILLERIA),TOBR0019,"TORNILLO BRONCE AL SILICIO 1/4 X 1/2""*",24.735,
GENERICO (TORNILLERIA),TOBR0003,TORNILLO BRONCE AL SILICIO 3/8  X 1 1/2,81.3,
GENERICO (TORNILLERIA),TOBR0002,"TORNILLO BRONCE AL SILICIO 3/8"" X 1""",30.65,
GENERICO (TORNILLERIA),THBR0001,TORNILLO HEXAGONAL BRONCE SILICIO 1*,29.63,
GENERICO (TORNILLERIA),THBR0005,"TORNILLO HEXAGONAL BRONCE SILICIO 1/2 X 2""*",29.63,
GENERICO (TORNILLERIA),THBR0007,"TORNILLO HEXAGONAL BRONCE SILICIO 1/2 X 3""*",29.63,
GENERICO (TORNILLERIA),THBR0004,"TORNILLO HEXAGONAL BRONCE SILICIO 1/2"" X 1*",29.63,
GENERICO (TORNILLERIA),THBR0003,"TORNILLO HEXAGONAL BRONCE SILICIO 3/8 X 1 1/2""*",29.63,
GENERICO (TORNILLERIA),THBR0002,TORNILLO HEXAGONAL BRONCE SILICIO 3/8 X 1*,29.63,
GENERICO (TORNILLERIA),THBR0006,TORNILLO HEXAGONAL BRONCE SILICIO 3/8 X 2 1/2,,
GENERICO (TUBERIA),ABUR0005,"ABRAZADERA U 1/4"" P/TUBO DE 1 1/2""**",6.9,
GENERICO (TUBERIA),ABUR0004,"ABRAZADERA U 1/4"" P/TUBO DE 1 1/4""*",27.86,
GENERICO (TUBERIA),ABUR0003,"ABRAZADERA U 1/4"" P/TUBO DE 1""*",10.97,
GENERICO (TUBERIA),ABUR0001,"ABRAZADERA U 1/4"" P/TUBO DE 1/2""*",8.84,
GENERICO (TUBERIA),ABUR0006,"ABRAZADERA U 1/4"" P/TUBO DE 2""*",33.09,
GENERICO (TUBERIA),ABUR0008,"ABRAZADERA U 1/4"" P/TUBO DE 3""*",67.4,
GENERICO (TUBERIA),ABUR0002,"ABRAZADERA U 1/4"" P/TUBO DE 3/4""*",9.55,
GENERICO (TUBERIA),18T8LED120,LAMPARA LED TUBO T8 18W 6500K 100-227V CRISTAL OPALINO,72.0,
GENERICO (TUBERIA),FL32D,LUMI TUBO FLUORESCENTE 32W T8 6500K LDD FL32D,,
GENERICO (TUBERIA),PHIL0008,LUMINARIA TUBO FLUORESCENTE 32W 127V 6500K F32T8,,
GENERICO (TUBERIA),S00032,TUBO CURVALUM  FLUORESCENTE T8 32W 50K FB32T8,171.398,
GENERICO (TUBERIA),POAD0003,"TUBO DE ALTA DENSIDAD 2"" 6.10 MTS",196.74,
GENERICO (TUBERIA),POAD0004,"TUBO DE ALTA DENSIDAD 3"" 6.17 MTS",196.74,
GENERICO (TUBERIA),TUBO0001,"TUBO FLEXIBLE MEX LT 1""",,
GENERICO (TUBERIA),TUFL0014,TUBO FLUORESCENTE 14W 6500K T5,35.1,
GENERICO (TUBERIA),TUFL0022,TUBO FLUORESCENTE 28W 6500K T5,92.93,
GENERICO (TUBERIA),TUFL0025,TUBO FLUORESCENTE 30W 4100K T8 1 PIN,49.35,
GENERICO (TUBERIA),TUFL0028,TUBO FLUORESCENTE 32W 4100K T8,49.35,
GENERICO (TUBERIA),TUFL0029,TUBO FLUORESCENTE 32W 6500K T8,37.5,
GENERICO (TUBERIA),S00026,TUBO FLUORESCENTE 32W T8,47.25,
GENERICO (TUBERIA),TUFL0045,TUBO FLUORESCENTE 54W 6500K T5,64.5,
GENERICO (TUBERIA),TUFL0047,TUBO FLUORESCENTE 59W 5000K T8,115.85,
GENERICO (TUBERIA),FKSBLT818,TUBO LED 18W CRISTAL (6500K),125.43,
GENERICO (TUBERIA),S00478,TUBO LED CURVALUM T8 18W 65K 100-265V FB18T8,213.3,
GENERICO (TUBERIA),S00235,TUBO LED T8 18W 65K 100-265V BLANCO,34.65,
GENERICO (TUBERIA),S01020,TUBO LED T8 18W 65K VIDRIO OPALINO,32.7,
GENERICO (TUBERIA),S00421,TUBO LED T8 20W 65K 100-265V CLARO 1.20M DCLITE,27.135,
GENERICO (TUBERIA),S00616,TUBO LED T8 36W 65K 100-265V CLARO 2.40M ACRILICO DCLITE,134.32,
GENERICO (TUBERIA),S00488,TUBO LED T8 36W 65K OPALINO PLASTICO 100-265V  2.44,131.7,
GENERICO (TUBERIA),TULI0006,"TUBO LICUTITE 1 1/2""",156.52,
GENERICO (TUBERIA),TULI0005,"TUBO LICUTITE 1 1/4""",120.4,
GENERICO (TUBERIA),TULI0004,"TUBO LICUTITE 1""",128.085,
GENERICO (TUBERIA),TULI0002,"TUBO LICUTITE 1/2""",49.82,
GENERICO (TUBERIA),TULI0008,"TUBO LICUTITE 2 1/2""",432.75,
GENERICO (TUBERIA),TULI0007,"TUBO LICUTITE 2""",196.3,
GENERICO (TUBERIA),TULI0009,"TUBO LICUTITE 3""",736.2,
GENERICO (TUBERIA),TULI0003,"TUBO LICUTITE 3/4""",66.44,
GENERICO (TUBERIA),TPVC0005,"TUBO PVC T. PESADO 1 1/2""*",22.41,
GENERICO (TUBERIA),TPVC0004,"TUBO PVC T. PESADO 1 1/4""*",16.88,
GENERICO (TUBERIA),TPVC0003,"TUBO PVC T. PESADO 1""*",12.53,
GENERICO (TUBERIA),TPVC0001,"TUBO PVC T. PESADO 1/2""*",7.76,
GENERICO (TUBERIA),TPVC0007,"TUBO PVC T. PESADO 2 1/2""*",48.95,
GENERICO (TUBERIA),TPVC0006,"TUBO PVC T. PESADO 2""*",33.24,
GENERICO (TUBERIA),TPVC0008,"TUBO PVC T. PESADO 3""*",59.12,
GENERICO (TUBERIA),TPVC0002,"TUBO PVC T. PESADO 3/4""*",8.89,
GENERICO (TUBERIA),TPVC0009,"TUBO PVC T. PESADO 4""*",81.48,
GENERICO (TUBOS ZAPA),TUZA0006,"TUBO ZAPA 1 1/2""",110.72,
GENERICO (TUBOS ZAPA),TUZA0001,"TUBO ZAPA 1/2""",34.5591,
GENERICO (TUBOS ZAPA),TUZA0008,"TUBO ZAPA 2 1/2""",280.38,
GENERICO (TUBOS ZAPA),TUZA0007,"TUBO ZAPA 2""",131.6,
GENERICO (TUBOS ZAPA),TUZA0002,"TUBO ZAPA 3/4""",48.38,
GENERICO (TUBOS ZAPA),TUZA0003,"TUBO ZAPA 3/8""",24.06,
GENERICO (TUERCAS BRONCE),TUBR0008,"TUERCA BRONCE  AL SILICIO 1/2""*",0.0,
GENERICO (TUERCAS BRONCE),TUBR0006,"TUERCA BRONCE  AL SILICIO 1/4""*",8.235,
GENERICO (TUERCAS BRONCE),TUBR0007,"TUERCA BRONCE AL SILICIO 3/8""*",9.11,
GENERICO (UNICANAL),ABUN0005,"AB UNICANAL 1 1/2""*",12.2,
GENERICO (UNICANAL),ABUN0004,"AB UNICANAL 1 1/4""*",12.84,
GENERICO (UNICANAL),ABUN0003,"AB UNICANAL 1""*",10.32,
GENERICO (UNICANAL),ABUN0001,"AB UNICANAL 1/2""*",7.03,
GENERICO (UNICANAL),ABUN0007,"AB UNICANAL 2 1/2""*",36.38,
GENERICO (UNICANAL),ABUN0006,"AB UNICANAL 2""*",16.58,
GENERICO (UNICANAL),ABUN0008,"AB UNICANAL 3""*",40.38,
GENERICO (UNICANAL),ABUN0002,"AB UNICANAL 3/4""",9.09,
GENERICO (UNICANAL),ABUN0009,"AB UNICANAL 4""*",48.23,
GENERICO (UNICANAL),HC01,ANGULO UNICANAL,32.57,
GENERICO (UNICANAL),PULI0001,PERFIL UNICANAL LISO 4X2 CAL 16*,213.0,
GENERICO (UNICANAL),PULI0003,PERFIL UNICANAL LISO 4X4 CAL 12,915.0,
GENERICO (UNICANAL),PULI0002,PERFIL UNICANAL LISO 4X4 CAL 16*,305.0,
GENERICO (UNICANAL),PUPE0001,PERFIL UNICANAL PERFORADO 2X4 CAL 16*,213.0,
GENERICO (UNICANAL),PUPE0002,PERFIL UNICANAL PERFORADO 4X4 CAL 16*,305.0,
GENERICO (UNICANAL),HS02Z,REMATE CUADRADO PARA UNICANAL  4X4 POLIETILENO*,12.72,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0006,TERM OJO SIN AISLAR C/CORTO CAL. 2/0-1/2*,29.76,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0023,TERM OJO SIN AISLAR C/CORTO CAL. 2/0-3/8*,39.48,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0003,ZAPATA C/C 1B  CAL 1/0 5/16*,26.92,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0015,"ZAPATA PONCH C/C 1B CAL. 1/0-1/2""*",43.05,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0011,"ZAPATA PONCH C/C 1B CAL. 2-1/4""*",31.29,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0018,"ZAPATA PONCH C/C 1B CAL. 2/0-1/2""*",49.88,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0016,"ZAPATA PONCH C/C 1B CAL. 2/0-3/8""",49.88,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0025,"ZAPATA PONCH C/C 1B CAL. 250-1/2""*",89.25,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0021,"ZAPATA PONCH C/C 1B CAL. 3/0-1/2""*",59.85,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0026,"ZAPATA PONCH C/C 1B CAL. 350-1/2""*",122.85,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0008,"ZAPATA PONCH C/C 1B CAL. 4-1/4""*",26.25,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0007,"ZAPATA PONCH C/C 1B CAL. 4-3/8""",29.93,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0024,"ZAPATA PONCH C/C 1B CAL. 4/0-1/2""",72.45,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0027,"ZAPATA PONCH C/C 1B CAL. 500-1/2""*",215.25,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0005,"ZAPATA PONCH C/C 1B CAL. 6-1/4""*",19.43,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0004,"ZAPATA PONCH C/C 1B CAL. 6-3/8""*",22.63,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0002,"ZAPATA PONCH C/C 1B CAL. 8-1/4""",15.75,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0001,"ZAPATA PONCH C/C 1B CAL. 8-3/8""*",18.38,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0022,"ZAPATA PONCH C/C 2B CAL. 4-3/8""*",,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0028,"ZAPATA PONCH C/C 2B CAL. 500-1/2""*",805.44,
GENERICO (ZAPATAS (COMPRESION CORTA)),ZACC0029,"ZAPATA PONCHABLE CU-AL 300 AWG 1B 1/2"" YA30A1",308.82,
GENERICO (ZAPATAS (COMPRESION LARGA)),ZACL0001,"ZAPARA PONCH C/L 1B CAL. 8-1/4""",21.99855,
GENERICO (ZAPATAS (COMPRESION LARGA)),ZACL0019,"ZAPATA PONCH C/L 1B CAL. 1/0-1/2""*",64.5,
